comment_phase,turn_id,speaker,role,timestamp,start_time,end_time,text,n_segments,name,stakeholder
Comment 2,330,SPEAKER_43,NA,04:55:54,17754,18399,"Well good evening mayor, members of council, city manager. So as part of our ongoing conversation on the topic of drafting a camping and storage of personal property. I'm here this evening to present the first of two readings of the draft ordinance related to camping and the storage of personal property on city property and in public rights-of-way. This process began on April 3, 2025 during our 221s where I met with each one of you. where we discussed concerns around encampments in public spaces and reviewed examples from other localities, including Roanoke's ordinance focused on its business district. And when we spoke during those 221s, we talked about that ordinance being specific to their business district and the consensus was that if we were going to do such an ordinance, it should probably be more citywide and not just focused on one specific area. and I'll get into more of the timeline in more detail in my presentation. But I want to begin by acknowledging the many emails, phone calls and in-person conversations that both I and I know each of you have received on this issue over the past year or more. The perspective we heard come from all sides and they reflect just how complex, emotional this topic is for our community. The reality is that long-term solutions need to center on housing. I recognize the commitment this council has shown in working towards that goal. And at the same time I've spent many hours over the years meeting with, listening to members of our unhoused community. These are overwhelmingly great people who want the same basic dignity and stability we all do. Many have shared with me that they understand and even welcome reasonable rules. What we often see, however, is that a smaller number of unsafe and hazardous encampments create the greatest challenges and cause harm to others. Tonight, what I am presenting is a legal framework designed to help us respond to those unsafe and hazardous situations with clarity and consistency. We owe it to our unhoused neighbors to ensure their safety just as much as we do for our housed neighbors. We owe it to our business community. We are directly affected by unsafe encampments. And we owe it to our entire city to approach this issue with compassion, fairness, and responsibility. And so with that, we'll start. There we go. The timeline. So this process, like I said, began on April 3, 2025, during my 221s with each of you, where concerns about these encampments and their impact on quality of life were raised. Since then, or at that time, I was instructed to begin the process of drafting an ordinance. And just to be clear, there is a lot of conversation around the executive order that came out in July. And I will agree, that's not helpful, as are most executive orders we're seeing these days. I'll digress when we talk about these executive orders. Once we were instructed to begin that process of drafting that ordinance, we developed an internal working group. That working group consisted of members of the city attorney's office, the commonwealth attorney's office, the deputy city manager for social equity, human services, and the police department. And then we met During 221s on July 31st and August 1st, I updated each of you on the draft ordinance and it was placed on the agenda for tonight. Just to be clear, this ordinance does not replace our housing goals. I think this council has been very clear on that. It exists alongside our housing initiatives. and ultimately housing is the solution. The ordinance simply is about safety and health measures that we consistently see around specifically large encampments. I think it's important to know the difference between the ordinance and the SOP, the standard operating procedures. The standing operating procedures lays out how we operate within that ordinance. That's important. Priority will be given to immediate hazards or obstructions. So in the SOP, if there is an immediate hazard or obstruction, an advance notice is not required. The removal should happen within 24 hours. If people are present, notification of law enforcement and outreach staff should happen. We should post notice if possible and then remove and store personal property. We will then photograph and document the site along with what was removed. So how we report and inspect these encampments. Any encampment shall be reported to the deputy city manager for social equity. The site will be logged and assigned to a designated city personnel for inspection. Nonprofit partners may assist with outreach during this inspection. And if safety is a concern, law enforcement may attend those inspections. And then the designated city personnel must also verify whether the encampment is on city property. So, like I said, prioritizing sites First and foremost, safety risks. Traffic slopes fire. Free bridge is a good example. The gentleman that was speaking here earlier, and I've heard this from other folks who were staying under the bridge, actually asked me at one point if there could be an alarm put on the dam so when they open it to release water or release pressure, they could warn them. Because when they did that, the water rose so quickly it would wash them or their belongings away. It was a clear danger. Stuff like that would be a priority. Obviously, reports of criminal activity would be investigated. trash and health issues, site conditions or complaints, and then interference with scheduled city work. For instance, we're looking at hiring a group called Block by Block, where they go down the mall, almost like ambassadors, and clean the mall. The challenge with that, if there are folks who are on the mall with a lot of belongings, we have no legal framework for them to move. They're just going to be cleaning around all their belongings and stuff and the camera lights that are there. And then obviously the size and environmental damage that would be done would also be a consideration. If the site's not an immediate hazard, so we would post a 10 business day notice with the date of the posting and scheduled removal, warning that trash and hazards will be discarded, how to claim stored property, Notice that unclaimed property may be destroyed after 60 days and contact info for service providers. We would post this in multiple locations so the folks would know that we were coming back and they had 10 days to move their stuff. We would also provide oral notice if possible, hopefully finding the person that was staying there and letting them know in person. And then if the removal is delayed, we would post that notice as well. Outreach. So we would arrange at least one outreach visit between posting notice and cleanup. And then outreach staff should be present during that cleanup when possible. Free Bridge was another good example. Our nonprofit partners were out there for weeks prior to us going out there doing tremendous work, working with the folks who were underneath there to try to get them the services. Please, let them present. OK, so cleanup and resolution. So law enforcement may be present if needed during a cleanup. We will give a final warning before removing people or items. We'll separate personal property from trash. Weapons should be reported to law enforcement. Contaminated personal property may be discarded. And store property is described in Section 11. And then we will clean the site and consider deterrence to prevent return of camping in the area. And then we'll document the cleanup with notes and photographs. So the storage of personal property. So we'll store property unless it's hazard or ruin. We'll keep records identifying where these items are and we'll dispose of any unclaimed items after 60 days and it should be noted currently what we do, if folks want to store their items, which many do when they have a lot of stuff, we have a container, the city has a container near the Salvation Army that we will store their items, tag it, and they can come to the police department at any time when they want to get it and we'll go out and retrieve it for them. We've been doing that for a little over a year. Returning property. So we would meet with individuals who want to claim restored property. No ID is required unless there's some type of dispute over ownership. And then we'll release the property unless someone else claims it and then contact the city attorney. And the storage is free just like it is now. There's no charge for storing anything. Mr. Hall, please. All right, so what this ordinance does and what it doesn't do, and what it does not do. So this does not stop homelessness, clearly. It prohibits camping. What it does do, it prohibits camping and storage of personal property and public rights away. You could go through these and see, but there's a few things I want to hit on this. The class four misdemeanor. So I spoke with Jill Potena, our elected Commonwealth attorney, about what happens if someone doesn't pay a fine. Is there a KPIS issued? Could a warrant be issued? His response was, no. A class 4 misdemeanor, a KPIS will be issued. But what would happen is those fines could gain interest. And that could be a problem, obviously, if somebody wanted to pay it back. But KPISs and warrants are not issued for unpaid fines.",113,Chief Michael Kochis,police_staff
Comment 2,331,SPEAKER_22,NA,05:06:42,18402,18402,How about if it happens from here?,1,unidentified frequent commenter,public
Comment 2,332,SPEAKER_43,NA,05:06:44,18404,18452,"John, let me stop. The other piece I wanted to bring up as well, and Councilor Oschrin, you had asked this during our, the April 3rd, I'm sorry, the August 1st meeting when we met on this, about what happens when a Class IV misdemeanor prevents somebody from getting a housing voucher in the City of Charlottesville, like through CRHA or something like that. I talked to John Sales about that, and he said no, it would not. So Council, as you consider this very difficult topic, there's pros and cons to it. And ultimately, you will listen to the community, listen to all the stakeholders involved in this, and make your decision, whatever that may be. I wanted to just lay these out to you. And with that, I'll take any questions.",7,Chief Michael Kochis,police_staff
Comment 2,333,Brian Pinkston,"Vice Mayor, City Council",05:07:35,18455,18459,"Could you go back, please? Could you go back one screen for me?",2,Brian Pinkston,council
Comment 2,335,SPEAKER_26,NA,05:07:55,18475,18475,"Okay, thank you.",1,NA,police_staff
Comment 2,336,Juandiego Wade,"Mayor, City Council",05:08:20,18500,18502,"So, Michael, I'll start with you. Do you have any questions or comments?",2,Juandiego Wade,council
Comment 2,337,Michael Payne,"Member, City Council",05:08:27,18507,18568,"Yes. I mean, one of the questions when I look at the enabling state legislation that's referenced in the policy brief, this is based on a number of state laws. One is, I'm trying to find the direct language to quote it. Upon the giving of such person of his written promise to appear at such time and place, the officer shall forthwith release him from custody. However, if any such person shall fail or refuse to discontinue the unlawful act, the officer may proceed according to the provisions of 19-2 slash 82 to arrest the individual. In addition, in another one of the enabling state legislative ordinances, Class 4 misdemeanors are carved out explicitly that a judge can still order for someone to be arrested. In addition, that $250 fine can apply for every single day.",7,Michael Payne,council
Comment 2,338,SPEAKER_43,NA,05:09:35,18575,18582,"The fines definitely can accrue. And to your point about Failing to discontinue unlawful act, that's correct. They would be brought before a magistrate, where a magistrate would issue a magistrate summons, typically.",4,Chief Michael Kochis,police_staff
Comment 2,339,Michael Payne,"Member, City Council",05:09:50,18590,18590,"Right. So I guess reading that enabling state legislation, it would be accurate to say, based on the discretion of an officer, someone still could be arrested.",2,Michael Payne,council
Comment 2,340,SPEAKER_43,NA,05:10:01,18601,18613,"Only if they discontinue the unlawful act. If they don't. Correct. So I'll give you an example, if it's helpful. So if an officer goes and says, OK, this is in Cameron, falls within the ordinance, need to move, and they just simply refuse to do so, they then could be arrested and taken in front of a magistrate, and a magistrate summons would then be issued.",5,Chief Michael Kochis,police_staff
Comment 2,341,Michael Payne,"Member, City Council",05:10:29,18629,18664,"Right. I hear that, but it's easy to see how a foreseeable circumstance could happen where someone does end up arrested. Someone just refuses to leave encampment. The other element with the $250 fines accruing each day someone has been doing that act, and I believe at least in the state enabling legislation, it could even go retroactively if you were able to provide documented proof that someone was there for, say, a month. There's no limit on the total amount. How does this work in practice in terms of discretion of officers, in terms of deciding how many days or the size of the fine?",6,Michael Payne,council
Comment 2,342,SPEAKER_43,NA,05:11:11,18671,18674,So the officers don't decide the size of the fine. That would be decided by a judge.,2,Chief Michael Kochis,police_staff
Comment 2,343,Michael Payne,"Member, City Council",05:11:22,18682,18749,"The other question is, we've received some legal analyses that Obviously Grants Pass Supreme Court decision strongly limited Eighth Amendment rights for homeless individuals, but there's still concerns around seizure of property without due process, disparate impact in terms of how an ordinance is applied that Grants Pass does not address, in addition You know, I wonder if there's equal protection issues when in the standard operating procedures we're saying that we're going to apply the ordinance differently to different populations of people. All of which is to say, I mean, the city has lost very high profile cases around homelessness issues on constitutional grounds in the past. To me, it seems like this I mean, has there been any analysis of how this withholds constitutional muster? And I would imagine we will be met with a lawsuit.",7,Michael Payne,council
Comment 2,344,SPEAKER_43,NA,05:12:32,18752,18760,"So I think that gives me an opportunity to answer the one question from the crowd earlier. So, and I've spoken to the city attorney, so the city attorney's office wrote this ordinance. They could probably answer the question as to the constitutionality of this better than I could.",3,Chief Michael Kochis,police_staff
Comment 2,345,Brian Pinkston,"Vice Mayor, City Council",05:12:44,18764,18766,Whose idea was it? The city attorney?,2,Brian Pinkston,council
Comment 2,346,SPEAKER_33,NA,05:12:48,18768,18802,"So anytime we get asked to draft an ordinance, we do so. And that is what we did in this case. We wrote an ordinance that we do feel would pass constitutional muster. John. Given that it, talking to me here to him. I mean this John. Grants pass is not, is, you know, it dealt with a very specific case coming out of the ninth circuit and it is binding law. We're talking about city property, and our ability to regulate city property is broad and wide. And that is what we are doing here with this ordinance. I'm not speaking to the policy decision as yours, but as to the constitutionality of it, we have done our very best in our office to draft an ordinance that accords with the council's goals and the request coming from the police department.",10,NA,police_staff
Comment 2,347,Jeff Fogel,NA,05:13:36,18816,18819,So who asked for this ordinance? It's a simple question. Nobody wants to answer.,3,Jeff Fogel,public
Comment 2,348,Juandiego Wade,"Mayor, City Council",05:13:41,18821,18821,"Michael, do you have any other questions?",1,Juandiego Wade,council
Comment 2,349,SPEAKER_32,NA,05:13:43,18823,18823,"Did you stay up and say, I thought this was a good idea.",1,unidentified staff/clerk,police_staff
Comment 2,350,Juandiego Wade,"Mayor, City Council",05:13:47,18827,18827,"Mr. Fogel, please.",1,Juandiego Wade,council
Comment 2,351,Jeff Fogel,NA,05:13:48,18828,18828,"The city attorney says, it is for law enforcement.",1,Jeff Fogel,public
Comment 2,352,Juandiego Wade,"Mayor, City Council",05:13:50,18830,18833,"Please don't. Please, gentlemen. Please, gentlemen.",3,Juandiego Wade,council
Comment 2,353,Jeff Fogel,NA,05:13:54,18834,18838,Why won't you answer the very simple question that everybody wants to know? Who proposed this abomination?,2,Jeff Fogel,public
Comment 2,354,Natalie Oschrin,"Member, City Council",05:14:02,18842,18858,"We appreciate community input. We have to run this meeting by a Robert's Rules of Order. But there will be a public comment period at the end of our discussion. And it would be helpful if we could have our chance to ask questions first, even though we absolutely hear you. One of you asked the question?",5,Natalie Oschrin,council
Comment 2,355,Juandiego Wade,"Mayor, City Council",05:14:20,18860,18862,"Yeah. Michael, you finish your questions and comments?",2,Juandiego Wade,council
Comment 2,356,Michael Payne,"Member, City Council",05:14:27,18867,18901,"I mean, the other issue, which is obvious, This is beyond your purview. I guess it's more of a comment or really a question. But the obvious issue is, the de facto strategy of the city at this point is, When there is an encampment and we start to get emails of a complaint about it, you all end up- We are called. You are called. And we respond. And you respond. With no legal order. And that's not your choice. You are not jumping up and down to say, I want to do that. We are not.",12,Michael Payne,council
Comment 2,357,SPEAKER_28,NA,05:15:02,18902,18902,But you-,1,Ziona Bryant,public
Comment 2,358,Michael Payne,"Member, City Council",05:15:07,18907,18969,"The de facto strategy of the city at this point is encampments are there when we get, once there's enough emails that there's a vague sense that it's an issue, you all end up getting called out there, you ask people to leave, they go to a different location. The process repeats again. And I just don't, how does this change that situation? I mean, it adds a layer of, potential criminalization on top of it but like I just but I know that's beyond your because I mean the fundamental issues we can go out there with social services providers but there's no permanent supportive housing or overnight shelter to direct them to and you've acknowledged that you know that I'm just struggling to see how this plays out beyond just people end up dispersing into woods in the urban ring. Or people will still make the decision like, you ask me to move and there's a threat of criminalization, sure I'll do it. I mean, they're going to end up somewhere else until they get home. I mean, what's the practical effect of this in terms of changing where our status quo is right now?",9,Michael Payne,council
Comment 2,359,SPEAKER_43,NA,05:16:17,18977,19021,"I know that's far beyond just... Yeah, I mean, and we've spoken about this with all of us. I'm not sure it's a good answer, sir. It really isn't. And look, this doesn't solve the issue. I will tell you that there's not a meeting or conversation I have with my boss, the city manager, that this isn't something we talk about. Whether it be trying to find a low barrier shelter or You know, trying to find places for people to go that are safer than under a bridge where the water rises quickly. I mean, this is a complex issue. This is one piece of it. But again, that's why that last slide is pros and cons of it. And at the end of the day, it's this body's decision.",11,Chief Michael Kochis,police_staff
Comment 2,360,SPEAKER_22,NA,05:17:04,19024,19026,This man cannot tell a lie. John.,2,unidentified frequent commenter,public
Comment 2,362,SPEAKER_43,NA,05:17:07,19027,19027,John. John.,2,Chief Michael Kochis,police_staff
Comment 2,363,Michael Payne,"Member, City Council",05:17:18,19038,19127,"And to answer the community's question, at the end of the day, the buck stops with city council in terms of where things come from. When the city manager presented his original plan for homelessness, part of it was this as a possible policy. And the decision at that time was, we will not explore this until a permanent year-round shelter actually exists. And I think enough of council had a change in perspective that that order of operations should change. So that's where we ended up. But I think that's important to say this is not some unilateral decision from the chief. Nor is it a unilateral decision from the city manager or the city attorney. But to that core point, where I still really, really struggle with is we've had a viable plan to get to a low barrier year-round shelter that has not materialized for a variety of reasons. That's what we need. I mean, even if this is in place, people will still just move to other areas that will become visible. And I'm not sure what we end up accomplishing passing this before a permanent shelter exists, just at the practical level. And people are going to gravitate towards where services are, where they can walk to community, where they can get food. I mean, even, I don't know.",14,Michael Payne,council
Comment 2,364,Jeff Fogel,NA,05:18:50,19130,19130,"That's correct, sir.",1,Jeff Fogel,public
Comment 2,365,Juandiego Wade,"Mayor, City Council",05:18:56,19136,19136,"Natalie, do you have anything to add?",1,Juandiego Wade,council
Comment 2,366,Natalie Oschrin,"Member, City Council",05:18:58,19138,19151,"Thanks, Michael, for your questions. It covered some of the same bases that I had. I have some thoughts and some questions. One of my questions is what discussions were had with the local homeless services providers about the creation of the ordinance and the likely outcome of what it would look like?",4,Natalie Oschrin,council
Comment 2,367,SPEAKER_43,NA,05:19:26,19166,19195,"So I personally didn't, well it was a group, it was a work group that put this ordinance together. I will tell you that Ms. Washington, the email that she sent, I believe that she sent it today to us about adding other steps to this work group as between the first reading and the second reading. to work and talk through this. I love that idea, and I think we should do just that. But quick answer to your question, there were none. I will say that these conversations with our nonprofit providers, from what I understand, with our deputy city manager for social equity, speaks with them often on this topic.",7,Chief Michael Kochis,police_staff
Comment 2,368,Natalie Oschrin,"Member, City Council",05:20:08,19208,19208,"Okay, but not a direct work group on this topic?",1,Natalie Oschrin,council
Comment 2,369,SPEAKER_43,NA,05:20:10,19210,19210,There has not been a direct work group with our nonprofits about this.,1,Chief Michael Kochis,police_staff
Comment 2,370,Natalie Oschrin,"Member, City Council",05:20:15,19215,19233,"Okay, and we don't currently have, we have our deputy city manager of social equity. I wasn't sure if we were still using equity. But we don't have, we have open positions for homelessness outreach coordinators and that sort of thing. We don't have anyone in those roles yet.",4,Natalie Oschrin,council
Comment 2,371,SPEAKER_43,NA,05:20:35,19235,19235,That's my understanding.,1,Chief Michael Kochis,police_staff
Comment 2,372,Natalie Oschrin,"Member, City Council",05:20:42,19242,19281,"One of the claims that's made in the policy briefing is the number of homelessness and problems surrounding that haven't increased lately. But we got info recently, and I couldn't remember if this was at the retreat or a regular meeting that, and I also can't quite remember the year, if it was 2007 or 2017. It counts. Yeah, the PIC count was, and I know PIC count- That was going to two, two ones I believe. Okay, PIC count data and our ability to acquire that changes slightly, but roughly it had gone from 260 people to 240. It was close, but it was slightly lower now than what it had been at the previous data point.",6,Natalie Oschrin,council
Comment 2,373,SPEAKER_26,NA,05:21:25,19285,19285,That was a reference from the community well-being report that was issued by UVA just recently.,1,NA,police_staff
Comment 2,374,Natalie Oschrin,"Member, City Council",05:21:30,19290,19443,"Yes, so that to me shows that It's maintained lately. So the timing of it all, to echo Michael's point, is that we don't have anywhere for people to go yet. And that is something that we've been working on. I know we've been in conversations with the homeless services providers about that and the community a lot lately. And it is hard to come up with that solution. It's a lot of people who all mean well. There's a lot of factors that make it hard to make a decision there. At the council retreat, we all kind of said, we're ready to do something. I'm not quite certain that this ordinance was the something because it is still putting that cart before the horse. When Grants Pass came out, we had a conversation up here about how that's not the city that we want to be. And so using that as a basis for an ordinance now, a year later, it's not the right basis for something like this. It doesn't address the problems, and it doesn't address the reality of the folks still need to go somewhere. We had some great emails about the legality of it. We've had a lot of folks expressing concerns about the pleasantness of their walks around. We've had folks expressing concerns about the health and safety of these, the folks who are living in encampments, all of which are are valid to those individual people. But I am concerned about the timing of this. I'm concerned about the latitude in clause C and how this will be applied. Ordinances should have A certain amount of discretion, but this feels like a big discretion. The clause C says nothing herein shall be construed to limit the discretion of city personnel to engage in outreach or other non-enforcement actions in lieu of citation or arrest. So what are the incentives there to let people go or to provide? I know there's the SOP in place but there's still That feels like there's a way to not apply this equally across folks who are outside. And so I would recommend that we either deny this or table this until we have a place where we can send people that is meeting the needs, if not of 100% of the folks that are outside, at least a good majority of them.",26,Natalie Oschrin,council
Comment 2,375,Jeff Fogel,NA,05:24:20,19460,19460,Thank you.,1,Jeff Fogel,public
Comment 2,376,Juandiego Wade,"Mayor, City Council",05:24:25,19465,19465,"Lloyd, do you have any?",1,Juandiego Wade,council
Comment 2,377,Lloyd Snook,"Councillor, City Council",05:24:27,19467,19467,"Yeah, let me say, I think we need to understand the limits of what the Grants Pass decision was.",1,Lloyd Snook,council
Comment 3,413,SPEAKER_28,NA,05:46:57,20817,21021,"Good evening, Ziona Bryant, Charlottesville resident. I first just want to say, before I go into my official comments, Jen, thank you for running, because, yeah. Anyway, hopefully it's tabled until Jen gets on. But anyway. I think that today really showed me that the Blue Heart thing, the I love Seville, whatever that was, that the Downtown Business Association did after August 12, 2017 meant nothing. How do we know that? Because the Charlottesville that they love so much doesn't include unhoused people. I mean, I think that's pretty clear. And so, I mean, I could do the whole profound comments about how We should be caring for each other, which there's a place for that, and I feel like everyone has already said that. I'm really saddened by the fact that Mr. Pinkston said, but. He said, community members' voices matter, but the business owners matter, blah, blah, blah. And it's just very clear that there's no room for nuance here. People are picking sides, and unfortunately, there are some counselors who are prioritizing profit over people, and that's very clear. I think it goes without saying that the downtown mall is often dead because we don't need that many trinkets and pottery shops. We need things to do. And I mean that not in a disrespectful manner, but I'm saying that when people go downtown for the Tom Tom Fest, it's because there's actually some entertainment. It's because there's actually something for multicultural folks who are looking for multicultural fun to be able to enjoy something. There are go-go bands. When that happens at Fridays After Five, you see black people. When they're not there, you don't see them. I don't think it's rocket science. So when we talk about the businesses that we're protecting, let's really think about how Black owned businesses are not able to do well on the downtown wall. And that's not new. And people have said that for decades. In fact, it's been said since before I was even born. And so it's just like, I feel like we continue to talk in circles. But the reality is that you guys or someone, whether it was the city manager, no one's going to say that they came up with the idea. So I mean, there's no point in us playing the guessing game. We can kind of assume who had the idea for the whole ordinance to come up. And we can base that off of past things that they've said. But ultimately, the ordinance is a terrible idea. We know that. And it's just very sickening to see how we got back to business as usual. We had so many people in the community begging for civility in these meetings, people not to come and shout or bring signs and protest during the meetings. And as soon as we got back to that business as usual, quiet, quick meetings, things like this happened. Luckily, we had some people who paid attention to make sure that the community came out to speak up tonight. But if we didn't, that ordinance would probably have been approved. So again, thank you, Jen, for running. And I hope to quickly, everyone who supports the unhoused community and supports striking this ordinance, do you mind standing if you're able? It's always good to see the support in the room. And now we know who's on what side. Thank you.",44,Ziona Bryant,public
Comment 3,414,Juandiego Wade,"Mayor, City Council",05:50:25,21025,21028,"No. No, I'm sorry. I'm Wendy. I'm sorry.",4,Juandiego Wade,council
Comment 3,415,Rosia Parker,NA,05:50:39,21039,21225,"Good afternoon. Well, good evening, good night, because it's been a long time that we've been in here. But my name is Rosia Parker. And y'all claim that, thank you, Mike, Thank you, Ms. Oschrin. I appreciate that y'all have common sense and y'all understand what is really needed. I really appreciate that. But being a mother, being homeless for five years with children, coming to Charlottesville, putting my kids in foster care, foster care loses the paperwork. That's not a happy feeling when you have to fight for your children to get them back. When you're carrying everything that you own on your back. A bag here and there. You gotta carry everything with you. There's no way that you can leave them. I understand 60 days. They're discarded after not being claimed. Where do y'all expect the people to put their belongings if they're already being pushed away from sleeping on the streets? Like Mike said, this has been a decade, if not longer. I was homeless 20 years ago. I've been here in Charlottesville 20 years. The LV Collective, that big 12-story building that y'all putting up there that y'all allowing UVA to come in, make them pay taxes. And not the property taxes, because people that gotta pay property taxes, that's a short way of being homeless too. So, I mean, I understand that these things are needed, but like I say, 20 years, Charlottesville is far behind. What did y'all think was going to come? Was y'all billing for the future? Y'all got that old man money up in here. Y'all should have been using that money. I mean, that little sleep-in that y'all had down at the Jefferson. Do you know what it's like to sleep in a car? Do you know what it's like to sleep on a sidewalk? Imagine going without food, going without washing your tail, going with mental health, not knowing where you're coming or going. Didn't y'all see them people that slept out there in front of the city hall building at that bus station? For how long did y'all snuff? You walked past them for eight years. Y'all all walked past them. Was y'all blind? Did y'all not see them people laying out there? This is not new. Kochis, I understand. I was out there with you at the park. But still, this is different. This is reality. This is real. And to put the people in jail, half of them during the wintertime commit crime so they can be in jail, just so they can have somewhere to sleep. But y'all got to come together, because it's not about putting them in jail. It's about humanity. It's about life. It's about living. It's about suppressed, oppressed, and depression. Thank you.",50,Rosia Parker,public
Comment 3,416,Juandiego Wade,"Mayor, City Council",05:53:51,21231,21231,Elaine and then the gentleman and then Matthew I see you I'm sorry in the corner over there.,1,Juandiego Wade,council
Comment 3,418,Juandiego Wade,"Mayor, City Council",05:56:59,21419,21432,"Thank you. Matthew Eunick, sir.",2,Juandiego Wade,council
Comment 3,419,SPEAKER_11,NA,05:57:15,21435,21548,"I'm Major Donald Wilson. I'm the new officer at the Salvation Army. I've been here for almost a month now. And I just wanted to share a little bit about the progress of what the Salvation Army is doing at the present time in relation to the need for more shelter in relation to the current situation and what we perceive as the growing situation. Over 40 years ago, the Salvation Army built a shelter with 55 beds. That's the very same shelter we still have. It hasn't changed one bit. We haven't been able to expand it. We haven't been able to modify it. It's just continued to be in use year-round. We continue to use it. We plan to expand our current services to expand at least to over double the capacity we have at the present time. We're making progress with that. But one of the good things is that we've seen in a short period of time is a great cooperative spirit among nonprofits and other agencies working with us to put together a comprehensive plan as quickly as possible, not only to offer a momentary solution, but a long-term solution. And again, we're working together in good faith. We're working together with the hope that we will continue to find support within the community to deal with this issue, the complexity Complexity of homelessness is just beyond one agency or one entity, and we need a community to make a difference in the lives of these individuals, not just for sustaining for the moment, but recuperating these lives for our community. So I just want to let you know that we're going to continue to work the best we can with what we have, and we're willing to work with all those who are interested in achieving the same goal of bringing people back from that state of instability to stability and hope. Thank you.",21,Major Donald Wilson,public
Comment 3,420,SPEAKER_24,NA,05:59:24,21564,21750,"Good evening. My name is Matthew Gilliken. I live in Fightville. I'm one of the co-chairs of Liveable Seaville. I don't have my fastball now at 955 in the evening, but I want to say a few things. First of all, the way that this proposal came about was incredibly disrespectful to our community. This was a holiday weekend. I spent probably 15 hours this weekend working on this. I had to do a Zoom call with someone who works in the homelessness services area. who was on vacation with their family so that I could understand their perspective on this issue. And it was interesting to find out that I spent more time learning from local homeless and service providers what their perspective was on this ordinance than the city had done at all. That's not how we should be doing things around here. We should be going to the experts who are first and foremost the people experiencing homelessness. We should go to the local service providers and learn and listen. This is not a community, as you know, that lacks for ideas about how to solve problems. So in the future, let's try to be respectful of the community when we're trying to solve our heart problems by not dropping a total change in the city's approach to addressing homelessness on a holiday weekend. You wouldn't have people being quite as snippy with you tonight if we had been given a little more respect, okay? Secondly, I just want to make sure it's on the record that the only entity or person that voted in favor of this ordinance tonight was the Friends of Downtown. It was everyone else against, even the five of you. And I want to specifically mention a claim that was made that those of us who are here, even though we filled up a room, are a vocal minority in this town. And we're just kind of rabble-rousing and creating a fuss when there's actually this silent majority that really wants to criminalize homelessness, but in a nice way, but criminalize homelessness in Charlottesville. That this is a thing that That crowd, it's a small crowd, says, claiming that there are a lot of people that feel differently about this issue. That they're actually okay with pushing homeless people off the downtown mall. That group, that entity, those people, they don't actually apparently participate in the political process at all. They don't show up at any meetings to speak during public comment. They apparently don't vote in elections either to get candidates into office that will enable their policies. But somehow they somehow have a a little way of sticking in the brains of certain elected officials. They're like, well, I gotta really consider those folks. It's like five rich guys who paid someone to come speak for them. That's not who we should be listening to. Obviously, we need a thriving business community, but they do not have solutions to this issue. They haven't for decades. They keep doing the same old thing. It's time for something different. One last thing, campground talk, I think I'm interested in that in some ways. There was a campground two years ago that you all shut down in Market Street Park. You didn't want a campground. The same folks here, we said, keep the campground going. And you said, no, the business community's upset. So I'm just saying, just reminding us of our past. OK, thank you all. Thank you.",44,Matthew Gilliken,public
Comment 3,421,SPEAKER_51,NA,06:02:41,21761,21786,I had no plans to speak tonight until just a few minutes ago. I've heard a lot of talk this evening about demolition of buildings in our town. I've heard talk about communities that you've gone to that don't want shelters in their communities and also that the businesses of our downtown district are the ones who are pushing to get the homeless people off the street. Why are we not thinking about putting the shelter in the business district where these people can have access to things they need on a daily basis?,5,unidentified,public
Comment 3,422,Juandiego Wade,"Mayor, City Council",06:03:14,21794,21794,Thank you.,1,Juandiego Wade,council
